epoch,train_loss,val_loss,lr
1,1.0405481749110752,0.8664052215489474,0.001
2,0.8798317193984986,0.8414592363617637,0.001
3,0.8098579830593533,0.8021078380671415,0.001
4,0.7537672479947408,0.7679171562194824,0.001
5,0.7067591031392415,0.7287088415839456,0.001
