job 583355 on trpro-slurm2
shard 5/8: 2023-08-16 .. 2024-03-21 (219 days of 1745)
=== U-Net pipeline: fetch ===
  data dir : /mnt/wato-drive/c52li/weatherloo-data/unet
  GFS      : https://noaa-gfs-bdp-pds.s3.amazonaws.com (anonymous, byte-range GRIB)
  ERA5     : gs://gcp-public-data-arco-era5/ar/full_37-1h-0p25deg-chunk-1.zarr-v3 (anonymous)

opening ERA5 store (reads metadata only) ...
  ERA5 final-data boundary: 2026-04-30T23:00:00+00:00 (--end clamps to this; time axis is padded past it)

range 2023-08-16 .. 2024-03-21: 7008 samples
  already cached: 1752   to fetch: 5256   workers: 6
  expected footprint: ~1.5-2 MB/sample GRIB + ~21 KB/sample .npz (~11.7 GB total, GRIB pruned after caching)
  775/5256  (2.71 samples/s, ETA 27m 35s, 0 errors)
  800/5256  (2.68 samples/s, ETA 27m 41s, 0 errors)
  825/5256  (2.66 samples/s, ETA 27m 44s, 0 errors)
  850/5256  (2.68 samples/s, ETA 27m 25s, 0 errors)
  875/5256  (2.61 samples/s, ETA 28m 01s, 0 errors)
  900/5256  (2.62 samples/s, ETA 27m 41s, 0 errors)
  925/5256  (2.64 samples/s, ETA 27m 20s, 0 errors)
  950/5256  (2.65 samples/s, ETA 27m 02s, 0 errors)
  975/5256  (2.63 samples/s, ETA 27m 05s, 0 errors)
  1000/5256  (2.65 samples/s, ETA 26m 46s, 0 errors)
  1025/5256  (2.65 samples/s, ETA 26m 35s, 0 errors)
  1050/5256  (2.63 samples/s, ETA 26m 37s, 0 errors)
  1075/5256  (2.62 samples/s, ETA 26m 36s, 0 errors)
  1100/5256  (2.63 samples/s, ETA 26m 18s, 0 errors)
  1125/5256  (2.65 samples/s, ETA 25m 58s, 0 errors)
  1150/5256  (2.65 samples/s, ETA 25m 48s, 0 errors)
  1175/5256  (2.67 samples/s, ETA 25m 30s, 0 errors)
  1200/5256  (2.68 samples/s, ETA 25m 11s, 0 errors)
  1225/5256  (2.70 samples/s, ETA 24m 54s, 0 errors)
  1250/5256  (2.68 samples/s, ETA 24m 52s, 0 errors)
  1275/5256  (2.67 samples/s, ETA 24m 48s, 0 errors)
  1300/5256  (2.65 samples/s, ETA 24m 50s, 0 errors)
  1325/5256  (2.64 samples/s, ETA 24m 48s, 0 errors)
  1350/5256  (2.66 samples/s, ETA 24m 30s, 0 errors)
  1375/5256  (2.64 samples/s, ETA 24m 27s, 0 errors)
  1400/5256  (2.66 samples/s, ETA 24m 11s, 0 errors)
  1425/5256  (2.67 samples/s, ETA 23m 55s, 0 errors)
  1450/5256  (2.68 samples/s, ETA 23m 42s, 0 errors)
  1475/5256  (2.68 samples/s, ETA 23m 31s, 0 errors)
  1500/5256  (2.69 samples/s, ETA 23m 16s, 0 errors)
  1525/5256  (2.68 samples/s, ETA 23m 12s, 0 errors)
  1550/5256  (2.67 samples/s, ETA 23m 09s, 0 errors)
  1575/5256  (2.68 samples/s, ETA 22m 54s, 0 errors)
  1600/5256  (2.65 samples/s, ETA 23m 00s, 0 errors)
  1625/5256  (2.65 samples/s, ETA 22m 48s, 0 errors)
  1650/5256  (2.64 samples/s, ETA 22m 43s, 0 errors)
  1675/5256  (2.65 samples/s, ETA 22m 29s, 0 errors)
  1700/5256  (2.66 samples/s, ETA 22m 15s, 0 errors)
  1725/5256  (2.67 samples/s, ETA 22m 01s, 0 errors)
  1750/5256  (2.68 samples/s, ETA 21m 47s, 0 errors)
  1775/5256  (2.65 samples/s, ETA 21m 55s, 0 errors)
  1800/5256  (2.62 samples/s, ETA 22m 00s, 0 errors)
  1825/5256  (2.63 samples/s, ETA 21m 45s, 0 errors)
  1850/5256  (2.62 samples/s, ETA 21m 39s, 0 errors)
  1875/5256  (2.63 samples/s, ETA 21m 24s, 0 errors)
  1900/5256  (2.62 samples/s, ETA 21m 19s, 0 errors)
  1925/5256  (2.63 samples/s, ETA 21m 08s, 0 errors)
  1950/5256  (2.64 samples/s, ETA 20m 53s, 0 errors)
  1975/5256  (2.65 samples/s, ETA 20m 39s, 0 errors)
  2000/5256  (2.66 samples/s, ETA 20m 25s, 0 errors)
  2025/5256  (2.65 samples/s, ETA 20m 20s, 0 errors)
  2050/5256  (2.66 samples/s, ETA 20m 07s, 0 errors)
  2075/5256  (2.66 samples/s, ETA 19m 56s, 0 errors)
  2100/5256  (2.67 samples/s, ETA 19m 43s, 0 errors)
  2125/5256  (2.64 samples/s, ETA 19m 45s, 0 errors)
  2150/5256  (2.65 samples/s, ETA 19m 32s, 0 errors)
  2175/5256  (2.64 samples/s, ETA 19m 26s, 0 errors)
  2200/5256  (2.62 samples/s, ETA 19m 26s, 0 errors)
  2225/5256  (2.59 samples/s, ETA 19m 30s, 0 errors)
  2250/5256  (2.60 samples/s, ETA 19m 16s, 0 errors)
  2275/5256  (2.61 samples/s, ETA 19m 04s, 0 errors)
  2300/5256  (2.60 samples/s, ETA 18m 56s, 0 errors)
  2325/5256  (2.61 samples/s, ETA 18m 44s, 0 errors)
  2350/5256  (2.61 samples/s, ETA 18m 31s, 0 errors)
  2375/5256  (2.62 samples/s, ETA 18m 21s, 0 errors)
  2400/5256  (2.62 samples/s, ETA 18m 09s, 0 errors)
  2425/5256  (2.62 samples/s, ETA 18m 02s, 0 errors)
  2450/5256  (2.62 samples/s, ETA 17m 50s, 0 errors)
  2475/5256  (2.62 samples/s, ETA 17m 43s, 0 errors)
  2500/5256  (2.61 samples/s, ETA 17m 36s, 0 errors)
  2525/5256  (2.61 samples/s, ETA 17m 25s, 0 errors)
  2550/5256  (2.62 samples/s, ETA 17m 13s, 0 errors)
  2575/5256  (2.63 samples/s, ETA 17m 01s, 0 errors)
  2600/5256  (2.63 samples/s, ETA 16m 49s, 0 errors)
  2625/5256  (2.64 samples/s, ETA 16m 36s, 0 errors)
  2650/5256  (2.65 samples/s, ETA 16m 24s, 0 errors)
  2675/5256  (2.64 samples/s, ETA 16m 18s, 0 errors)
  2700/5256  (2.64 samples/s, ETA 16m 06s, 0 errors)
  2725/5256  (2.65 samples/s, ETA 15m 54s, 0 errors)
  2750/5256  (2.65 samples/s, ETA 15m 47s, 0 errors)
  2775/5256  (2.65 samples/s, ETA 15m 35s, 0 errors)
  2800/5256  (2.64 samples/s, ETA 15m 31s, 0 errors)
  2825/5256  (2.64 samples/s, ETA 15m 21s, 0 errors)
  2850/5256  (2.65 samples/s, ETA 15m 09s, 0 errors)
  2875/5256  (2.65 samples/s, ETA 14m 58s, 0 errors)
  2900/5256  (2.66 samples/s, ETA 14m 47s, 0 errors)
  2925/5256  (2.66 samples/s, ETA 14m 35s, 0 errors)
  2950/5256  (2.67 samples/s, ETA 14m 24s, 0 errors)
  2975/5256  (2.67 samples/s, ETA 14m 13s, 0 errors)
  3000/5256  (2.68 samples/s, ETA 14m 02s, 0 errors)
  3025/5256  (2.68 samples/s, ETA 13m 52s, 0 errors)
  3050/5256  (2.67 samples/s, ETA 13m 44s, 0 errors)
  3075/5256  (2.68 samples/s, ETA 13m 33s, 0 errors)
  3100/5256  (2.68 samples/s, ETA 13m 23s, 0 errors)
  3125/5256  (2.69 samples/s, ETA 13m 12s, 0 errors)
  3150/5256  (2.69 samples/s, ETA 13m 01s, 0 errors)
  3175/5256  (2.69 samples/s, ETA 12m 54s, 0 errors)
  3200/5256  (2.68 samples/s, ETA 12m 46s, 0 errors)
  3225/5256  (2.68 samples/s, ETA 12m 38s, 0 errors)
  3250/5256  (2.65 samples/s, ETA 12m 37s, 0 errors)
  3275/5256  (2.65 samples/s, ETA 12m 26s, 0 errors)
  3300/5256  (2.66 samples/s, ETA 12m 15s, 0 errors)
  3325/5256  (2.66 samples/s, ETA 12m 05s, 0 errors)
  3350/5256  (2.66 samples/s, ETA 11m 57s, 0 errors)
  3375/5256  (2.64 samples/s, ETA 11m 52s, 0 errors)
  3400/5256  (2.64 samples/s, ETA 11m 41s, 0 errors)
  3425/5256  (2.64 samples/s, ETA 11m 34s, 0 errors)
  3450/5256  (2.63 samples/s, ETA 11m 26s, 0 errors)
  3475/5256  (2.63 samples/s, ETA 11m 18s, 0 errors)
  3500/5256  (2.63 samples/s, ETA 11m 07s, 0 errors)
  3525/5256  (2.64 samples/s, ETA 10m 56s, 0 errors)
  3550/5256  (2.64 samples/s, ETA 10m 45s, 0 errors)
  3575/5256  (2.65 samples/s, ETA 10m 35s, 0 errors)
  3600/5256  (2.62 samples/s, ETA 10m 31s, 0 errors)
  3625/5256  (2.63 samples/s, ETA 10m 20s, 0 errors)
  3650/5256  (2.63 samples/s, ETA 10m 10s, 0 errors)
  3675/5256  (2.63 samples/s, ETA 10m 01s, 0 errors)
  3700/5256  (2.63 samples/s, ETA 9m 50s, 0 errors)
  3725/5256  (2.64 samples/s, ETA 9m 40s, 0 errors)
  3750/5256  (2.64 samples/s, ETA 9m 30s, 0 errors)
  3775/5256  (2.65 samples/s, ETA 9m 19s, 0 errors)
  3800/5256  (2.64 samples/s, ETA 9m 11s, 0 errors)
  3825/5256  (2.63 samples/s, ETA 9m 03s, 0 errors)
  3850/5256  (2.64 samples/s, ETA 8m 52s, 0 errors)
  3875/5256  (2.64 samples/s, ETA 8m 42s, 0 errors)
  3900/5256  (2.65 samples/s, ETA 8m 32s, 0 errors)
  3925/5256  (2.65 samples/s, ETA 8m 22s, 0 errors)
  3950/5256  (2.65 samples/s, ETA 8m 12s, 0 errors)
  3975/5256  (2.66 samples/s, ETA 8m 01s, 0 errors)
  4000/5256  (2.65 samples/s, ETA 7m 53s, 0 errors)
  4025/5256  (2.66 samples/s, ETA 7m 43s, 0 errors)
  4050/5256  (2.64 samples/s, ETA 7m 35s, 0 errors)
  4075/5256  (2.65 samples/s, ETA 7m 25s, 0 errors)
  4100/5256  (2.63 samples/s, ETA 7m 19s, 0 errors)
  4125/5256  (2.63 samples/s, ETA 7m 10s, 0 errors)
  4150/5256  (2.61 samples/s, ETA 7m 04s, 0 errors)
  4175/5256  (2.60 samples/s, ETA 6m 55s, 0 errors)
  4200/5256  (2.60 samples/s, ETA 6m 46s, 0 errors)
  4225/5256  (2.59 samples/s, ETA 6m 37s, 0 errors)
  4250/5256  (2.60 samples/s, ETA 6m 27s, 0 errors)
  4275/5256  (2.60 samples/s, ETA 6m 16s, 0 errors)
  4300/5256  (2.61 samples/s, ETA 6m 06s, 0 errors)
  4325/5256  (2.61 samples/s, ETA 5m 56s, 0 errors)
  4350/5256  (2.60 samples/s, ETA 5m 48s, 0 errors)
  4375/5256  (2.60 samples/s, ETA 5m 39s, 0 errors)
  4400/5256  (2.60 samples/s, ETA 5m 29s, 0 errors)
  4425/5256  (2.59 samples/s, ETA 5m 20s, 0 errors)
  4450/5256  (2.58 samples/s, ETA 5m 12s, 0 errors)
  4475/5256  (2.58 samples/s, ETA 5m 02s, 0 errors)
  4500/5256  (2.58 samples/s, ETA 4m 52s, 0 errors)
  4525/5256  (2.59 samples/s, ETA 4m 42s, 0 errors)
  4550/5256  (2.58 samples/s, ETA 4m 33s, 0 errors)
  4575/5256  (2.58 samples/s, ETA 4m 23s, 0 errors)
  4600/5256  (2.58 samples/s, ETA 4m 14s, 0 errors)
  4625/5256  (2.58 samples/s, ETA 4m 04s, 0 errors)
  4650/5256  (2.59 samples/s, ETA 3m 54s, 0 errors)
  4675/5256  (2.58 samples/s, ETA 3m 44s, 0 errors)
  4700/5256  (2.57 samples/s, ETA 3m 36s, 0 errors)
  4725/5256  (2.58 samples/s, ETA 3m 25s, 0 errors)
  4750/5256  (2.58 samples/s, ETA 3m 15s, 0 errors)
  4775/5256  (2.58 samples/s, ETA 3m 06s, 0 errors)
  4800/5256  (2.58 samples/s, ETA 2m 57s, 0 errors)
  4825/5256  (2.57 samples/s, ETA 2m 47s, 0 errors)
  4850/5256  (2.58 samples/s, ETA 2m 37s, 0 errors)
  4875/5256  (2.58 samples/s, ETA 2m 27s, 0 errors)
  4900/5256  (2.58 samples/s, ETA 2m 18s, 0 errors)
  4925/5256  (2.58 samples/s, ETA 2m 08s, 0 errors)
  4950/5256  (2.58 samples/s, ETA 1m 58s, 0 errors)
  4975/5256  (2.59 samples/s, ETA 1m 48s, 0 errors)
  5000/5256  (2.58 samples/s, ETA 1m 39s, 0 errors)
  5025/5256  (2.58 samples/s, ETA 1m 29s, 0 errors)
  5050/5256  (2.58 samples/s, ETA 1m 19s, 0 errors)
  5075/5256  (2.57 samples/s, ETA 1m 10s, 0 errors)
  5100/5256  (2.57 samples/s, ETA 1m 00s, 0 errors)
  5125/5256  (2.58 samples/s, ETA 0m 50s, 0 errors)
  5150/5256  (2.58 samples/s, ETA 0m 41s, 0 errors)
  5175/5256  (2.56 samples/s, ETA 0m 31s, 0 errors)
  5200/5256  (2.57 samples/s, ETA 0m 21s, 0 errors)
  5225/5256  (2.57 samples/s, ETA 0m 12s, 0 errors)
  5250/5256  (2.57 samples/s, ETA 0m 02s, 0 errors)
  5256/5256  (2.58 samples/s, ETA 0m 00s, 0 errors)

=== fetch summary ===
  samples in range     : 7008
  cached and ready     : 7008  (1752 pre-existing, 5256 new)
  failures             : 0
  cache size on disk   : 814.8 MB  (/mnt/wato-drive/c52li/weatherloo-data/unet)
  elapsed              : 34m 00s

OK — cache is complete for 2023-08-16 .. 2024-03-21.
next: python run_pipeline.py train --data-dir /mnt/wato-drive/c52li/weatherloo-data/unet --output-dir <checkpoints>
