Array Identifier,Year,Julian Day,Time,Logger Battery Voltage,Net Radiometer,Incoming Shortwave Radiation,Reflected Shortwave Radiation,Relative Humidity,Ambient Air Temperature,Barometric Pressure,Wind Direction,Wind Speed,Wind Speed at Rain Gauge,Spare Three,Belfort Rain Gauge,Sonic Range Sensor for Snow Depth,Shallow Soil Temperature,Medium Depth Soil Temperature,Deep Soil Temperature,Shallow Soil Moisture,Medium Depth Soil Moisture,Deep Soil Moisture,Precipitation (GeoNor),Spare Two,Precipitation (Tipping Bucket),Driving Precipitation Count (South),Driving Precipitation Count (East),Driving Precipitation Count (North),Driving Precipitation Count (West),D4,D3,Driving Precipitation Total (South),Driving Precipitation Total (East),Driving Precipitation Total (North),Driving Precipitation Total (West)
111,2010,1,15,12.24,0,1.916,0.642,0.1,-0.144,101.12,266.5,1.207,0.523,0,0,6.999,0,0,0,0,0,0,213.1,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,30,12.24,0,0,0,0.1,-0.163,101.11,269.7,0.958,0.249,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,45,12.23,0,0.639,0,0.1,-0.168,101.11,285.8,1.189,0.302,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,100,12.22,0,1.277,0,0.1,-0.196,101.1,258.7,1.018,0.385,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,115,12.22,0,2.555,0,0.1,-0.168,101.1,282.4,0.938,0.382,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,130,12.22,0,0.639,0.642,0.1,-0.212,101.1,264.3,1.012,0.45,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,145,12.21,0,0,0,0.1,-0.238,101.11,273.9,1.366,0.655,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,200,12.21,0,0,1.285,0.1,-0.266,101.12,276.1,1.378,0.78,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,215,12.21,0,0,1.285,0.1,-0.337,101.13,272.3,1.972,1.352,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,230,12.21,0,0,0.642,0.1,-0.555,101.14,279.6,2.248,1.801,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,245,12.21,0,1.916,0.642,0.1,-0.735,101.16,277.9,1.546,1.027,0,0,6.999,0,0,0,0,0,0,213.2,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,300,12.21,0,1.277,0,0.1,-1.079,101.17,293.9,2.159,1.717,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,315,12.19,0,0.639,0,0.1,-1.37,101.18,253.9,1.647,1.192,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,330,12.19,0,0.639,0.642,0.1,-1.595,101.17,280.3,1.877,1.384,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,345,12.19,0,0,3.854,99.9,-1.78,101.18,288.3,2.149,1.807,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,400,12.18,0,0,5.781,0.1,-1.912,101.18,282.9,1.804,1.436,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,415,12.19,0,0,4.496,0.1,-2.059,101.17,299.7,1.922,1.542,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,430,12.18,0,0,5.139,0.1,-2.183,101.17,271.5,1.622,1.213,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,445,12.18,0,0,1.927,0.1,-2.343,101.16,255.8,1.646,1.397,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,500,12.17,0,0,0.642,0.1,-2.564,101.17,295.4,2.388,1.939,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,515,12.17,0,0.639,0,0.1,-3.104,101.18,283.9,2.162,1.706,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,530,12.17,0,0,0.642,0.1,-3.496,101.19,0.274,2.352,1.842,0,0,6.999,0,0,0,0,0,0,213.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,545,12.16,0,0,0,0.1,-4.057,101.19,271.5,1.862,1.514,0,0,6.999,0,0,0,0,0,0,213.4,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,600,12.15,0,0,0,0.1,-4.197,101.2,260.3,2.022,1.555,0,0,6.999,0,0,0,0,0,0,213.4,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,615,12.15,0,0,0,0.1,-4.423,101.2,0.283,1.61,1.297,0,0,6.999,0,0,0,0,0,0,213.4,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,630,12.15,0,0,0,0.1,-4.67,101.21,276.9,1.355,1.118,0,0,6.999,0,0,0,0,0,0,213.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,645,12.14,0,1.917,0,0.1,-4.795,101.23,286.9,1.651,1.328,0,0,6.999,0,0,0,0,0,0,213.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,700,12.15,0,4.472,0,0.1,-4.92,101.22,279.8,1.653,1.266,0,0,6.999,0,0,0,0,0,0,213.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,715,12.14,0,5.75,0,0.1,-5.074,101.22,266.8,1.277,1.04,0,0,6.999,0,0,0,0,0,0,213.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,730,12.13,0,3.195,0,0.1,-5.148,101.22,284.2,1.502,1.178,0,0,6.999,0,0,0,0,0,0,213.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,745,12.13,0,1.917,0,0.1,-5.348,101.22,263.6,1.273,0.833,0,0,6.999,0,0,0,0,0,0,213.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,800,12.13,0,3.834,0,0.1,-5.419,101.21,252.6,1.097,0.619,0,0,6.999,0,0,0,0,0,0,213.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,815,12.12,0,6.39,3.213,0.1,-5.485,101.21,261.5,1.397,1.092,0,0,6.999,0,0,0,0,0,0,213.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,830,12.12,0,8.95,7.07,0.1,-5.574,101.21,257.1,1.248,0.755,0,0,6.999,0,0,0,0,0,0,213.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,845,12.12,0,17.89,14.14,0.1,-5.59,101.21,256.5,1.261,0.864,0,0,6.999,0,0,0,0,0,0,213.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,900,12.12,0,28.76,23.14,0.1,-5.592,101.22,251.8,1.352,0.827,0,0,6.999,0,0,0,0,0,0,213.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,915,12.14,0,38.34,39.2,0.1,-5.726,101.22,259.3,1.362,0.487,0,0,6.999,0,0,0,0,0,0,213.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,930,12.15,0,40.9,45.63,0.1,-5.793,101.23,254.8,1.168,0.488,0,0,6.999,0,0,0,0,0,0,213.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,945,12.15,0,62.62,64.27,0.1,-5.864,101.23,258.1,1.48,0.799,0,0,6.999,0,0,0,0,0,0,214.1,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1000,12.18,0,76.7,83.5,0.1,-5.867,101.22,253.3,1.772,1.325,0,0,6.999,0,0,0,0,0,0,214.3,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1015,12.19,0,86.3,97.7,0.1,-5.713,101.22,260.2,1.51,0.829,0,0,6.999,0,0,0,0,0,0,214.4,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1030,12.25,0,86.3,96.4,0.1,-5.658,101.22,0.275,1.817,1.261,0,0,6.999,0,0,0,0,0,0,214.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1045,12.22,0,93.9,107.3,0.1,-5.586,101.22,268.6,1.778,1.273,0,0,6.999,0,0,0,0,0,0,214.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1100,12.36,0,123.3,140.1,0.1,-5.128,101.21,266.4,1.804,1.267,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1115,12.4,0,117.6,130.5,0.1,-4.79,101.2,280.8,1.892,1.378,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1130,12.42,0,121.4,138.8,0.1,-4.531,101.19,299.3,2.273,1.701,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1145,12.49,0,155.3,181.2,99.4,-4.337,101.18,285.2,2.529,2.017,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1200,12.72,0,173.1,198.5,95.9,-4.076,101.16,304.3,2.726,2.244,0,0,6.999,0,0,0,0,0,0,214.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1215,12.79,0,166.1,181.8,91.9,-3.942,101.15,286.7,2.462,1.994,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1230,12.82,0,162.3,171.5,91.2,-3.816,101.15,297.7,2.436,1.995,0,0,6.999,0,0,0,0,0,0,214.4,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1245,12.82,0,146.3,156.8,93.5,-3.909,101.14,272.8,2.667,2.208,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1300,12.82,0,140.5,147.8,94.7,-3.936,101.12,284.1,2.797,2.296,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1315,12.8,0,137.3,143.3,94.9,-3.924,101.11,290.3,3.459,2.867,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1330,12.82,0,132.2,138.1,95.6,-3.759,101.11,270.3,2.736,2.274,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1345,12.71,0,91.4,91.2,97.2,-3.826,101.11,281.9,2.971,2.447,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1400,12.68,0,88.8,89.3,0.098,-3.798,101.11,277.3,2.876,2.412,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1415,12.71,0,81.8,83.5,98.1,-3.781,101.11,278.4,2.544,2.005,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1430,12.63,0,60.05,62.32,98.9,-3.789,101.12,0.296,2.425,1.889,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1445,12.63,0,87.5,84.8,97.6,-4.123,101.15,265.7,3.316,2.699,0,0,6.999,0,0,0,0,0,0,214.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1500,12.67,0,88.8,85.4,97.3,-4.233,101.16,0.236,3.369,2.799,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1515,12.72,0,0.085,0.079,93.3,-4.303,101.18,259.5,3.895,3.301,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1530,12.71,0,78.6,0.07,93.7,-4.742,101.2,169.7,3.964,3.336,0,0,6.999,0,0,0,0,0,0,214.5,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1545,12.64,0,63.88,57.82,94.1,-4.92,101.22,234.6,3.116,2.603,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1600,12.58,0,49.83,46.26,93.6,-5.214,101.23,193.9,3.989,3.381,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1615,12.5,0,38.97,33.41,93.6,-5.515,101.25,205.1,3.741,3.082,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1630,12.41,0,24.92,20.56,92.7,-5.753,101.26,333.3,3.351,2.858,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1645,12.36,0,12.78,10.28,93.8,-5.911,101.28,0.241,2.991,2.475,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1700,12.33,0,5.751,1.285,94.4,-6.255,101.28,235.3,3.663,3.065,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1715,12.3,0,0.639,0,94.5,-6.643,101.29,241.6,2.957,2.377,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1730,12.27,0,0,0,93.5,-6.981,101.3,233.3,3.471,2.803,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1745,12.24,0,0,0,93.8,-7.16,101.32,207.9,2.784,2.249,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1800,12.21,0,0,2.571,94.4,-7.34,101.33,0.209,2.739,2.18,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1815,12.19,0,0,2.571,94.8,-7.44,101.33,238.1,2.782,2.207,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1830,12.17,0,0,0,95.3,-7.63,101.35,198.3,2.601,2.087,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1845,12.15,0,0,0,95.6,-7.82,101.35,308.7,2.447,1.902,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1900,12.13,0,0,0,93.8,-8.26,101.36,204.2,3.429,2.751,0,0,6.999,0,0,0,0,0,0,214.6,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1915,12.12,0,0,0,0.093,-8.53,101.37,332.4,2.762,2.242,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1930,12.1,0,0,1.286,0.094,-8.82,101.37,230.5,2.128,1.714,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,1945,12.1,0,-0.639,4.499,93.7,-9.06,101.37,317.4,2.474,1.97,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2000,12.09,0,0,0,93.9,-9.14,101.37,298.3,2.771,2.229,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2015,12.08,0,0,0,93.1,-9.15,101.36,0.328,3.118,2.616,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2030,12.08,0,0,0,92.2,-9.28,101.35,294.2,3.042,2.439,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2045,12.07,0,0,0,92.2,-9.41,101.35,259.5,2.553,2.072,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2100,12.07,0,0,0,92.8,-9.48,101.35,249.7,2.308,1.867,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2115,12.06,0,0,0,92.1,-9.53,101.35,264.4,2.291,1.792,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2130,12.06,0,0,5.143,0.092,-9.52,101.35,303.8,2.557,2.062,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2145,12.06,0,0,5.143,92.4,-9.61,101.35,284.5,2.088,1.589,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2200,12.05,0,0,0,92.4,-9.85,101.35,246.2,2.318,1.818,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2215,12.05,0,0,0,93.2,-10.45,101.36,259.4,2.05,1.543,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2230,12.05,0,-3.835,0,94.8,-10.93,101.35,283.7,2.094,1.554,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2245,12.04,0,0,2.572,95.4,-11.16,101.34,168.2,2.306,1.798,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2300,12.04,0,0,0,96.2,-11.43,101.35,289.7,1.543,1.042,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2315,12.03,0,-0.639,0,97.7,-11.68,101.35,0.26,2.081,1.639,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2330,12.03,0,-6.394,0,98.4,-11.76,101.34,201.5,2.115,1.604,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2345,12.02,0,-0.639,2.572,98.2,-11.84,101.33,314.4,1.88,1.522,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,1,2400,12.02,0,0,0,97.9,-11.93,101.33,0.332,1.566,1.162,0,0,6.999,0,0,0,0,0,0,214.7,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,15,12.01,0,0,0,97.9,-12.09,101.33,0.259,1.547,1.161,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,30,12.01,0,0,0,98.8,-12.37,101.33,290.2,0.872,0.66,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,45,0.012,0,0,0,99.9,-12.64,101.32,330.9,0.976,0.791,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,100,0.012,0,0,0,0.1,-12.6,101.32,242.3,1.381,1.093,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,115,11.99,0,0,0,98.7,-12.51,101.32,134.6,2.272,1.768,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,130,11.99,0,0,0,97.9,-12.62,101.32,241.2,2.525,1.807,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,145,11.99,0,0,0,97.4,-12.88,101.32,233.1,1.764,1.264,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,200,11.98,0,0,0,96.6,-13.16,101.33,134.8,1.75,1.295,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,215,11.98,0,0,0,94.8,-13.39,101.34,300.7,1.641,1.309,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,230,11.98,0,0,0.643,93.9,-13.51,101.36,300.8,1.759,1.352,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,245,11.97,0,0,0,93.3,-13.76,101.37,232.4,1.848,1.525,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,300,11.96,0,-0.639,0,0.093,-13.9,101.37,0.205,2.003,1.582,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,315,11.96,0,-1.279,0,93.3,-14.08,101.39,296.8,2.069,1.661,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,330,11.96,0,-6.396,0,93.6,-14.25,101.37,235.4,1.469,1.272,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,345,11.95,0,-6.396,0,93.6,-14.29,101.37,166.5,1.647,1.386,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,400,11.95,0,-6.396,0,93.1,-14.38,101.37,272.8,2.138,1.772,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,415,11.94,0,-6.396,0,93.3,-14.54,101.36,262.6,1.812,1.512,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,430,11.94,0,-6.396,0,93.9,-14.81,101.36,301.5,1.377,1.282,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,445,11.94,0,-6.396,0,94.4,-14.89,101.36,225.3,1.263,1.19,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,500,11.93,0,-4.477,0,94.8,-15.08,101.38,314.2,0.971,0.903,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,515,11.92,0,0,0,95.2,-15.21,101.38,235.8,0.556,0.388,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,530,11.92,0,0,0,95.1,-15.02,101.38,300.1,1.262,1.161,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,545,11.92,0,0,0,95.1,-14.79,101.38,298.1,1.639,1.45,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,600,11.92,0,0,0,94.5,-14.53,101.39,231.7,2.256,1.877,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,615,11.91,0,-3.838,0,92.7,-14.3,101.4,321.2,2.845,2.265,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,630,11.91,0,-5.117,0,91.6,-14.34,101.42,240.1,2.176,1.647,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,645,11.9,0,0,0,91.6,-14.57,101.42,299.7,1.877,1.455,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,700,11.9,0,0,0,91.3,-14.7,101.42,328.9,2.51,2.054,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,715,11.9,0,0,0,90.9,-14.88,101.42,294.8,2.208,1.875,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,730,11.9,0,0,0,90.8,-0.015,101.43,233.4,2.397,2.028,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,745,11.9,0,0,0,90.3,-15.12,101.45,236.7,2.116,1.817,0,0,6.999,0,0,0,0,0,0,214.8,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,800,11.89,0,5.117,2.573,90.4,-15.25,101.46,327.6,1.546,1.342,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,815,11.9,0,10.87,11.58,89.8,-15.24,101.47,0.292,1.977,1.487,0,0,6.999,0,0,0,0,0,0,214.9,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
111,2010,2,830,12.34,0,26.23,19.3,88.5,-15.27,101.48,171.4,3.083,2.181,0,0,6.999,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0.069,9.969,9.948,3.769,0.998
