Array Identifier,Year,Julian Day,Time,Logger Battery Voltage,Net Radiometer,Incoming Shortwave Radiation,Reflected Shortwave Radiation,Relative Humidity,Ambient Air Temperature,Barometric Pressure,Wind Direction,Wind Speed,Wind Speed at Rain Gauge,Spare Three,Belfort Rain Gauge,Sonic Range Sensor for Snow Depth,Shallow Soil Temperature,Medium Depth Soil Temperature,Deep Soil Temperature,Shallow Soil Moisture,Medium Depth Soil Moisture,Deep Soil Moisture,Precipitation (GeoNor),Spare Two,Precipitation (Tipping Bucket),Driving Precipitation Count (South),Driving Precipitation Count (East),Driving Precipitation Count (North),Driving Precipitation Count (West),D4,D3,Driving Precipitation Total (South),Driving Precipitation Total (East),Driving Precipitation Total (North),Driving Precipitation Total (West)
111,2010,43,500,12.45,0,6.39,0,92.1,-4.527,101.06,308.2,1.528,1.005,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,515,12.45,0,3.834,0,92.6,-4.431,101.06,0.306,1.294,0.692,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,530,12.44,0,5.112,0,92.1,-4.339,101.06,304.5,1.55,1.038,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,545,12.44,0,4.473,0,90.9,-4.295,101.05,316.1,1.485,0.92,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,600,12.43,0,4.473,0,88.1,-4.242,101.04,317.2,1.681,1.152,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,615,12.43,0,2.556,0,86.2,-4.219,101.03,311.1,1.895,1.327,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,630,12.42,0,2.556,0,85.6,-4.308,101.04,0.308,1.672,1.033,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,645,12.41,0,-1.278,0,85.4,-4.539,101.03,309.6,1.726,1.132,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,700,12.4,0,-2.556,0,87.5,-4.836,101.03,308.6,1.288,0.74,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,715,12.39,0,0,0,90.4,-5.272,101.04,0.309,1.241,0.74,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,730,12.38,0,3.195,1.285,91.6,-5.657,101.06,308.1,0.905,0.502,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,745,12.38,0,15.34,14.78,91.7,-5.812,101.08,307.9,1.09,0.499,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,800,12.53,0,44.09,35.35,89.1,-5.627,101.11,305.5,1.075,0.189,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,815,12.84,0,51.76,39.85,88.2,-5.449,101.1,309.9,1.072,0.534,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,830,12.84,0,68.38,52.7,86.3,-5.025,101.12,311.4,1.358,0.782,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,845,13.01,0,86.9,70.7,84.5,-4.608,101.12,316.3,1.622,1.108,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,900,13.09,0,96.5,74.6,84.5,-4.397,101.12,308.1,1.756,1.153,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,915,13.16,0,117.6,91.9,85.4,-4.349,101.13,310.2,1.909,1.408,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,930,13.25,0,126.5,0.099,85.4,-4.219,101.13,0.314,1.787,1.326,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,945,13.34,0,154.6,118.9,0.085,-4.082,101.14,312.3,1.855,1.397,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1000,13.6,0,167.4,127.2,84.4,-3.985,101.15,304.6,2.042,1.562,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1015,13.9,0,0.17,132.4,84.2,-3.921,101.16,318.3,1.917,1.425,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1030,14.11,0,0.191,148.4,83.8,-3.725,101.17,272.6,1.748,1.099,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1045,14.1,0,0.184,145.9,83.1,-3.841,101.18,300.3,2.4,1.903,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1100,14.11,0,169.3,135.6,84.1,-3.813,101.18,235.3,1.725,1.227,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1115,14.1,0,189.7,149.1,80.7,-3.748,101.2,284.8,2.032,1.492,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1130,14.09,0,271.5,210.7,76.2,-3.666,101.21,284.3,2.428,1.934,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1145,14.08,0,302.8,235.1,0.075,-3.469,101.22,295.8,2.67,2.175,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1200,14.08,0,220.4,200.4,72.8,-3.437,101.21,295.4,2.077,1.599,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1215,14.08,0,209.5,164.5,74.9,-3.475,101.2,277.5,1.97,1.426,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1230,14.08,0,236.4,181.8,78.6,-3.585,101.18,285.3,2.012,1.513,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1245,14.08,0,237.6,182.5,80.1,-3.641,101.15,270.4,2.222,1.677,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1300,14.08,0,312.4,0.239,79.5,-3.5,101.15,278.7,2.412,1.898,0,0,6.999,0,0,0,0,0,0,245.8,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1315,14.08,0,311.1,242.8,82.6,-3.316,101.12,0.279,2.521,1.983,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1330,14.08,0,293.2,225.5,0.083,-3.328,101.08,244.1,2.31,1.802,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1345,14.08,0,286.2,220.4,81.1,-3.267,101.05,276.3,2.123,1.625,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1400,14.07,0,375.6,284.6,0.081,-3.134,101.05,277.6,2.215,1.664,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1415,14.06,0,355.1,274.3,79.6,-2.921,101.02,274.4,2.592,2.112,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1430,14.06,0,275.3,0.212,80.6,-3.121,101.02,293.7,2.416,1.974,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1445,14.06,0,250.4,190.8,81.6,-3.323,0.101,272.5,2.722,2.233,0,0,6.999,0,0,0,0,0,0,245.7,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1500,14.07,0,198.6,154.2,85.3,-3.38,100.99,280.2,1.983,1.469,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1515,14.08,0,208.2,160.6,87.5,-3.682,100.99,311.2,2.315,1.829,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1530,14.08,0,167.3,0.131,85.4,-3.603,100.99,257.6,2.401,1.814,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1545,13.52,0,88.8,71.9,88.9,-3.815,100.99,273.6,1.63,1.115,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1600,13.14,0,73.5,61.02,90.7,-3.908,100.99,277.8,1.961,1.383,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1615,13.17,0,80.5,64.24,91.4,-3.931,100.99,268.8,1.312,0.502,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1630,13.11,0,72.2,59.1,90.6,-4.038,100.97,284.1,1.446,0.856,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1645,12.94,0,45.36,35.98,90.7,-4.068,100.97,285.3,1.559,0.974,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1700,12.84,0,35.77,30.84,0.091,-4.112,100.99,286.7,1.502,0.779,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1715,12.78,0,32.58,25.7,90.8,-4.126,101.01,272.2,1.85,1.239,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1730,12.71,0,15.97,12.21,90.9,-4.243,101.02,265.4,1.853,1.307,0,0,6.999,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1745,12.7,0,6.388,1.927,92.4,-4.421,101.04,284.9,1.733,1.137,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1800,12.68,0,6.389,0,91.1,-4.528,101.04,276.9,1.499,0.696,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1815,12.66,0,5.75,0,91.5,-4.606,101.06,278.7,1.147,0.281,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1830,12.66,0,5.75,0,91.2,-4.704,101.06,276.2,1.876,1.255,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1845,12.64,0,0.639,0,90.2,-4.765,101.07,275.9,1.458,0.83,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1900,12.64,0,0,0,0.088,-4.834,101.08,290.8,1.155,0.5,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1915,12.63,0,0,0,86.8,-4.933,101.08,281.2,1.561,0.967,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1930,12.62,0,0,0,85.4,-4.921,101.08,297.5,1.488,0.781,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,1945,12.62,0,0,1.285,85.6,-4.98,101.08,296.3,1.172,0.527,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2000,12.61,0,0,5.141,85.6,-4.99,101.07,293.2,1.336,0.723,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2015,12.6,0,0,6.426,85.5,-5.167,101.06,279.9,1.186,0.527,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2030,12.6,0,0,6.426,87.8,-5.197,101.06,253.7,1.057,0.558,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2045,12.6,0,0,5.784,90.1,-5.33,101.05,289.2,1.082,0.484,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2100,12.59,0,0,0.643,90.1,-5.491,101.03,285.8,1.163,0.416,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2115,12.58,0,0,0,90.4,-5.657,101.02,282.2,1.319,0.701,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2130,12.58,0,0,0,90.4,-5.743,101.01,0.298,1.071,0.261,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2145,12.57,0,0,0,90.6,-5.807,101.01,276.6,0.538,0.025,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2200,12.57,0,0,0,90.5,-5.786,101.01,279.2,0.876,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2215,12.56,0,0,0,90.7,-5.833,0.101,276.3,0.91,0.224,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2230,12.56,0,0,0,90.7,-5.879,0.101,269.5,0.583,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2245,12.55,0,0,0,90.4,-5.85,0.101,283.5,0.457,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2300,12.55,0,0.639,0,89.5,-5.83,100.98,281.3,0.606,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2315,12.54,0,0,0,90.5,-5.916,100.96,256.8,1.415,0.645,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2330,12.54,0,0,2.571,91.5,-6.143,100.94,244.2,1.531,0.692,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2345,12.53,0,-1.278,6.427,0.092,-6.219,100.93,251.1,1.006,0.127,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,43,2400,12.53,0,0,5.784,93.3,-6.389,100.91,0.259,1.01,0.022,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,15,12.52,0,0,0,95.5,-6.619,100.9,245.2,1.136,0.076,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,30,12.51,0,0,0,97.2,-6.738,100.88,243.8,1.302,0.042,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,45,12.51,0,0,0,0.098,-6.694,100.87,0.243,1.134,0.054,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,100,12.51,0,0,0,98.3,-6.85,100.84,258.1,0.931,0.095,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,115,12.5,0,0,0,98.6,-6.865,100.83,256.9,0.688,0.036,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,130,12.49,0,0,0,98.4,-6.829,100.83,253.6,0.547,0.043,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,145,12.49,0,0,0,98.5,-6.656,100.83,259.6,0.767,0.174,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,200,12.48,0,0,0,99.2,-6.661,100.82,243.4,0.978,0.286,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,215,12.47,0,0,0,99.4,-6.62,100.81,260.8,0.959,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,230,12.47,0,0,0,99.3,-6.685,100.8,253.4,0.781,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,245,12.46,0,0,0,99.5,-6.727,100.79,269.7,0.514,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,300,12.45,0,0,0,99.5,-6.67,100.78,255.6,0.888,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,315,12.45,0,0,0,99.5,-6.726,100.77,267.8,0.636,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,330,12.44,0,0,0,99.9,-6.684,100.76,273.9,0.686,0.044,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,345,12.44,0,0,0,99.9,-6.684,100.75,0.295,0.413,0,0,0,6.999,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,400,12.43,0,0,0,0.1,-6.745,100.73,328.7,0.153,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,415,12.42,0,0,0,0.1,-6.828,100.73,292.3,0.247,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,430,12.42,0,0,0,0.1,-6.894,100.73,291.5,0.023,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,445,12.4,0,0,0,0.1,-6.921,100.73,293.6,0,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,500,12.4,0,0,0,0.1,-6.829,100.74,311.1,0.053,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,515,12.39,0,0,0,0.1,-6.926,100.73,0.326,0,0,0,0,6.999,0,0,0,0,0,0,246.1,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,530,12.38,0,0,0,0.1,-6.882,100.73,0.288,0,0,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,545,12.37,0,0,0,0.1,-6.838,100.72,263.8,0.094,0,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,600,12.36,0,0,0,0.1,-6.782,100.71,273.7,0.151,0,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,615,12.36,0,0,0,0.1,-6.822,100.7,251.3,0.561,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,630,12.36,0,0,0,0.1,-6.74,100.69,273.7,0.772,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,645,12.34,0,0,0,0.1,-6.709,100.68,286.2,0.797,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,700,12.34,0,0,0,0.1,-6.693,100.68,282.7,0.699,0.087,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,715,12.33,0,0,0,0.1,-6.636,100.68,280.7,0.722,0.131,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,730,12.33,0,0,0,0.1,-6.654,100.67,280.2,0.318,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,745,12.32,0,7.67,5.784,0.1,-6.563,100.66,0.268,0.827,0.071,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,800,12.32,0,13.42,14.14,0.1,-6.511,100.66,284.4,0.782,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,815,12.32,0,30.68,28.92,99.9,-6.438,100.66,283.9,0.68,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,830,12.38,0,47.93,38.56,99.5,-6.327,100.66,276.8,0.399,0.092,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,845,12.42,0,56.24,50.13,0.099,-6.224,100.65,276.8,0.752,0.057,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,900,12.49,0,77.3,71.3,98.3,-6.009,100.63,284.6,0.85,0,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,915,12.64,0,109.3,95.8,97.3,-5.743,100.63,276.9,0.767,0.044,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,930,12.91,0,129.7,111.8,95.9,-5.593,100.62,277.7,1.079,0.1,0,0,6.999,0,0,0,0,0,0,246.4,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,945,13.11,0,154.6,131.7,0.095,-5.421,100.62,0.28,0.892,0.163,0,0,6.999,0,0,0,0,0,0,246.4,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1000,13.5,0,222.4,185.1,0.092,-5.149,100.62,237.8,1.215,0.323,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1015,14.1,0,237.7,198.6,89.3,-4.948,100.61,281.6,1.375,0.539,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1030,14.08,0,252.4,208.2,87.4,-4.691,100.6,300.7,1.35,0.853,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1045,14.07,0,0.276,0.221,84.9,-4.599,100.59,316.8,1.638,1.112,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1100,14.07,0,316.9,252.5,0.083,-4.401,100.58,190.9,1.997,1.547,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1115,14.06,0,349.5,276.9,81.9,-4.365,100.57,293.6,2.366,1.908,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1130,14.06,0,0.352,278.2,82.9,-4.397,100.57,200.2,2.747,2.247,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1145,14.06,0,365.4,294.9,83.7,-4.355,100.55,303.3,2.196,1.714,0,0,6.999,0,0,0,0,0,0,246.3,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1200,14.05,0,387.8,312.2,81.7,-4.137,100.54,321.1,2.09,1.679,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1215,14.05,0,365.4,290.4,0.082,-4.32,100.53,159.1,2.167,1.72,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1230,14.05,0,430.5,331.5,80.6,-4.159,100.51,0.29,1.945,1.558,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1245,14.04,0,390.9,305.8,78.9,-3.9,100.49,293.4,1.931,1.551,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1300,14.04,0,367.3,289.1,78.9,-3.9,100.48,298.5,2.04,1.589,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
111,2010,44,1315,14.04,0,369.8,291.6,78.7,-4.065,100.47,250.5,2.329,1.976,0,0,6.999,0,0,0,0,0,0,246.2,0,0,0,0,0,0,0,0.069,9.969,9.949,1.569,0.998
